timestamp;temp;dew_point;feels_like;pressure (hPa);humidity;wind_speed;weather_id;weather_description
1647039600;7.94;1.11;6.48;1024;62;2.37;802;scattered clouds
1647036000;7.97;1.58;6.44;1024;64;2.47;801;few clouds
1647032400;7.47;-0.64;7.47;1023;56;0;801;few clouds
1647028800;4.9;-1.75;4.9;1023;61;0;801;few clouds
1647025200;4.9;-2.56;4.9;1023;57;0;801;few clouds
1647021600;6.9;-2.47;6.9;1023;50;0;801;few clouds
1647018000;8.9;-4.11;8.9;1022;38;1.03;801;few clouds
1647014400;9.9;-4.28;8.66;1022;35;2.57;801;few clouds
1647010800;10.9;-5.7;8.8;1023;29;3.6;801;few clouds
1647007200;10.9;-4.93;8.86;1023;31;3.6;801;few clouds
1647003600;9.9;-4.98;8.07;1023;33;3.6;802;scattered clouds
1647000000;7.68;1.09;7.68;1025;63;1.3;802;scattered clouds
1646996400;7.9;-5.22;7.21;1024;37;1.54;802;scattered clouds
1646992800;7.9;-4.6;7.21;1023;39;1.54;802;scattered clouds
1646989200;7.9;-3.73;7.21;1023;42;1.54;802;scattered clouds
1646985600;7.35;-5.97;6.58;1023;36;1.54;802;scattered clouds
1646982000;5.9;-6.2;4.92;1022;39;1.54;802;scattered clouds
1646978400;3.9;-3.6;1.54;1022;56;2.57;802;scattered clouds
1646974800;3.9;-4.48;3.9;1021;52;0;802;scattered clouds
1646971200;5.9;-4.53;4.36;1021;45;2.06;802;scattered clouds
1646967600;5.9;-4.53;4.92;1021;45;1.54;802;scattered clouds
1646964000;7.24;-3.71;3.61;1023;44;6.35;802;scattered clouds
1646960400;7.6;-3.69;3.92;1023;43;6.79;802;scattered clouds
1646956800;7.9;-5.87;6.69;1020;35;2.06;802;scattered clouds
1646953200;8.07;-3.59;4.28;1022;42;7.59;802;scattered clouds
1646949600;8.4;-3.61;4.69;1021;41;7.66;802;scattered clouds
1646946000;7.9;-6.9;6.28;1020;32;2.57;803;broken clouds
1646942400;8.9;-6.86;7.47;1019;30;2.57;803;broken clouds
1646938800;8.9;-4.11;7.47;1019;38;2.57;803;broken clouds
1646935200;9.9;-3.31;9.9;1018;38;0;802;scattered clouds
1646931600;10.9;-5.7;8.8;1017;29;3.09;802;scattered clouds
1646928000;10.9;-4.93;8.86;1017;31;3.6;802;scattered clouds
1646924400;13.9;-3.39;12.1;1017;29;5.14;802;scattered clouds
1646920800;12.9;-3.37;11.06;1017;31;5.14;802;scattered clouds
1646917200;11.9;-0.81;10.22;1017;41;2.57;802;scattered clouds
1646913600;10.9;0.04;9.27;1017;47;3.6;802;scattered clouds
1646910000;10.9;-2.52;9.04;1017;38;1.03;802;scattered clouds
1646906400;9.35;-2.01;7.68;1018;44;3.09;802;scattered clouds
1646902800;8.42;-5.45;6.9;1018;35;2.57;802;scattered clouds
1646899200;7.8;-6.63;7.09;1018;33;1.54;801;few clouds
1646895600;6.7;-5.27;5.29;1018;40;2.06;801;few clouds
1646892000;5.9;-6.81;2.64;1017;37;4.63;800;sky is clear
1646888400;1.91;-1.97;1.91;1017;74;1.03;800;sky is clear
1646884800;1.91;-1.81;1.91;1016;75;1.03;800;sky is clear
1646881200;1.91;-3.69;1.91;1016;64;0;800;sky is clear
1646877600;7.25;0.01;3.26;1017;60;7.47;800;sky is clear
1646874000;7.63;1.48;3.9;1017;65;6.98;800;sky is clear
1646870400;6.9;-5.11;5.53;1015;40;2.06;801;few clouds
1646866800;8.38;1.75;5.91;1016;63;4.22;800;sky is clear
1646863200;8.73;2.31;6.4;1016;64;4.09;801;few clouds
1646859600;7.9;-2.39;7.21;1014;47;1.54;801;few clouds
1646856000;6.9;1.81;5.53;1014;70;2.06;802;scattered clouds
1646852400;7.9;1.95;7.9;1013;66;1.03;802;scattered clouds
1646848800;8.9;1.09;8.9;1013;58;0;803;broken clouds
1646845200;9.9;1.04;9.49;1012;54;1.54;803;broken clouds
1646841600;9.9;-1.57;8.66;1012;44;2.57;803;broken clouds
1646838000;10.9;1.17;9.38;1012;51;1.54;803;broken clouds
1646834400;11.9;-0.81;10.22;1012;41;2.06;802;scattered clouds
1646830800;11.9;0.04;10.29;1012;44;2.06;801;few clouds
1646827200;10.9;0.04;9.27;1012;47;3.09;801;few clouds
1646823600;11.9;0.04;10.29;1012;44;4.12;801;few clouds
1646820000;10.9;0.04;9.27;1012;47;3.09;801;few clouds
1646816400;8.23;0.46;7.08;1011;58;2.06;801;few clouds
1646812800;7.65;0.62;6.92;1011;61;1.54;801;few clouds
1646809200;6.93;3.9;5.56;1011;81;2.06;802;scattered clouds
1646805600;3.9;2.87;2.02;1011;93;2.06;803;broken clouds
1646802000;3.9;2.87;3.9;1010;93;1.03;803;broken clouds
1646798400;6.95;4.94;6.95;1010;87;1.03;803;broken clouds
1646794800;7.05;5.2;4.32;1010;88;4.12;803;broken clouds
1646791200;7.13;5.6;3.78;1010;90;5.54;501;moderate rain
1646787600;7.26;5.73;4.74;1010;90;3.8;501;moderate rain
1646784000;7.29;6.23;5.56;1010;93;2.57;803;broken clouds
1646780400;7.24;6.19;6.28;1011;93;1.7;500;light rain
1646776800;7.42;6.67;6.41;1011;95;1.77;802;scattered clouds
1646773200;4.9;3.86;4.9;1010;93;1.03;803;broken clouds
1646769600;5.9;4.86;5.9;1010;93;1.03;803;broken clouds
1646766000;6.9;4.89;6.9;1010;87;1.03;500;light rain
1646762400;6.9;4.89;5.53;1010;87;2.06;803;broken clouds
1646758800;7.9;5.87;5.93;1010;87;3.09;500;light rain
1646755200;8.9;5.82;7.47;1010;81;2.57;803;broken clouds
1646751600;9.9;6.06;7.23;1010;77;5.66;500;light rain
1646748000;9.9;6.8;7.82;1010;81;4.12;803;broken clouds
1646744400;8.9;6.69;6.85;1010;86;3.6;803;broken clouds
1646740800;9.9;7.84;9.03;1010;87;2.06;803;broken clouds
1646737200;7.9;6.84;5.93;1011;93;3.09;803;broken clouds
1646733600;8.87;7.64;7.1;1011;92;3.09;500;light rain
1646730000;7.9;6.84;5.63;1011;93;3.6;500;light rain
1646726400;6.9;4.89;6.9;1011;87;0;803;broken clouds
1646722800;4.9;3.86;4.9;1011;93;0;803;broken clouds
1646719200;4.9;3.86;4.9;1011;93;1.03;803;broken clouds
1646715600;3.91;2.88;3.91;1011;93;0;802;scattered clouds
1646712000;4.9;3.86;4.9;1012;93;0;801;few clouds
1646708400;4.91;3.87;4.91;1012;93;0;801;few clouds
1646704800;8.09;6.39;5.43;1012;89;4.47;500;light rain
1646701200;8.32;6.29;5.62;1013;87;4.68;802;scattered clouds
1646697600;5.9;4.86;5.9;1012;93;0;802;scattered clouds
1646694000;8.55;6.34;5.79;1013;86;4.97;802;scattered clouds
1646690400;8.67;6.63;5.85;1013;87;5.18;802;scattered clouds
1646686800;5.9;4.86;5.9;1012;93;0;802;scattered clouds
1646683200;6.9;5.85;6.9;1012;93;0;802;scattered clouds
1646679600;6.9;5.85;6.9;1012;93;0;802;scattered clouds
1646676000;7.9;4.85;7.9;1012;81;0;802;scattered clouds
1646672400;8.9;4.91;8.9;1011;76;0;802;scattered clouds
1646668800;8.9;4.91;8.9;1011;76;0;803;broken clouds
1646665200;8.9;4.91;8.9;1011;76;0;803;broken clouds
1646661600;8.9;5.82;8.35;1012;81;1.54;803;broken clouds
1646658000;7.9;4.85;7.21;1012;81;1.54;500;light rain
1646654400;8.9;4.91;8.9;1013;76;1.03;803;broken clouds
1646650800;8.9;4.13;8.9;1013;72;0;803;broken clouds
1646647200;8.9;4.13;8.35;1013;72;1.54;500;light rain
1646643600;9.9;4.07;8.07;1013;67;3.6;803;broken clouds
1646640000;9.9;4.07;8.07;1013;67;3.6;803;broken clouds
1646636400;8.9;4.13;6.59;1013;72;4.12;803;broken clouds
1646632800;7.68;3.15;5.36;1012;73;3.6;802;scattered clouds
1646629200;7.9;4.12;5.63;1012;77;3.6;803;broken clouds
1646625600;7.9;4.85;5.36;1012;81;4.12;500;light rain
1646622000;5.9;4.86;5.9;1012;93;0;804;overcast clouds
1646618400;8.72;6.34;7.89;1014;85;1.79;802;scattered clouds
1646614800;8.77;6.05;7.7;1014;83;2.07;802;scattered clouds
1646611200;5.9;3.91;5.9;1012;87;0;803;broken clouds
1646607600;9.18;6.09;7.27;1014;81;3.45;804;overcast clouds
1646604000;9.45;6.71;7.37;1014;83;3.9;804;overcast clouds
1646600400;5.91;4.87;5.91;1012;93;0;801;few clouds
1646596800;6.9;4.89;6.9;1012;87;0;801;few clouds
1646593200;7.9;5.02;7.9;1012;82;0;801;few clouds
1646589600;8.9;5.09;8.35;1012;77;1.54;801;few clouds
1646586000;9.9;5.1;8.66;1011;72;2.57;801;few clouds
1646582400;11.9;4.15;10.69;1011;59;2.06;802;scattered clouds
1646578800;11.9;3.41;10.61;1011;56;4.12;802;scattered clouds
1646575200;12.9;2.45;11.53;1010;49;4.63;802;scattered clouds
1646571600;11.9;2.37;10.5;1010;52;3.6;802;scattered clouds
1646568000;11.9;2.37;10.5;1010;52;3.09;802;scattered clouds
1646564400;11.9;4.15;10.69;1010;59;6.17;802;scattered clouds
1646560800;10.9;5.02;9.8;1009;67;5.66;802;scattered clouds
1646557200;10.9;6.06;9.93;1009;72;6.17;802;scattered clouds
1646553600;9.9;7.84;9.03;1008;87;2.06;500;light rain
1646550000;7.9;5.87;7.9;1007;87;0;803;broken clouds
1646546400;7.9;6.84;7.9;1007;93;1.03;500;light rain
1646542800;6.9;6.9;6.9;1006;100;0;802;scattered clouds
1646539200;7.9;6.84;7.9;1006;93;0;801;few clouds
1646535600;8.9;8.9;8.9;1006;100;0;802;scattered clouds
1646532000;9.68;9.07;6.67;1007;96;6.51;500;light rain
1646528400;9.96;9.35;7.32;1007;96;5.61;501;moderate rain
1646524800;10.9;8.82;10.32;1005;87;4.12;500;light rain
1646521200;10.65;9.88;10.25;1006;95;4.19;501;moderate rain
1646517600;10.92;10.15;10.55;1006;95;5.41;501;moderate rain
1646514000;9.9;8.82;7.23;1005;93;5.66;500;light rain
1646510400;9.9;8.82;6.75;1005;93;7.2;500;light rain
1646506800;9.9;8.82;6.61;1005;93;7.72;500;light rain
1646503200;10.9;8.13;10.21;1005;83;7.2;500;light rain
1646499600;11.9;7.02;11.03;1005;72;7.2;803;broken clouds
1646496000;11.9;5.97;10.9;1005;67;8.75;500;light rain
1646492400;11.9;5.97;10.9;1006;67;8.75;803;broken clouds
1646488800;10.9;7.03;10.06;1006;77;9.77;804;overcast clouds
1646485200;10.9;7.03;10.06;1007;77;10.8;500;light rain
1646481600;10.9;7.95;10.19;1008;82;8.75;500;light rain
1646478000;11.9;8.93;11.29;1008;82;8.75;500;light rain
1646474400;10.9;7.03;10.06;1008;77;7.72;500;light rain
1646470800;12.9;5.09;11.79;1009;59;4.12;803;broken clouds
1646467200;10.9;6.06;9.93;1009;72;3.09;802;scattered clouds
1646463600;6.91;5.86;6.08;1009;93;1.54;801;few clouds
1646460000;3.91;2.88;2.03;1010;93;2.06;802;scattered clouds
1646456400;3.91;1.95;3.91;1010;87;0;802;scattered clouds
1646452800;3.91;1.95;3.91;1010;87;0;802;scattered clouds
1646449200;4.9;2.92;4.9;1010;87;0;802;scattered clouds
1646445600;9.79;8.39;7.36;1011;91;4.92;803;broken clouds
1646442000;9.79;8.23;7.65;1012;90;4.21;500;light rain
1646438400;7.9;5.87;6.69;1011;87;2.06;802;scattered clouds
1646434800;9.95;7.72;8.31;1012;86;3.25;501;moderate rain
1646431200;9.93;8.2;8.3;1012;89;3.22;501;moderate rain
1646427600;7.9;6.84;5.93;1011;93;3.09;200;thunderstorm with light rain
1646424000;9.9;7.84;8.34;1011;87;3.09;201;thunderstorm with rain
1646420400;9.9;7.84;8.66;1011;87;2.57;211;thunderstorm
1646416800;9.9;5.1;9.9;1011;72;0;802;scattered clouds
1646413200;9.9;5.1;9.03;1011;72;2.06;802;scattered clouds
1646409600;10.9;6.06;9.93;1011;72;2.06;803;broken clouds
1646406000;11.9;5.97;10.9;1012;67;2.57;803;broken clouds
1646402400;11.9;7.02;11.03;1012;72;3.09;803;broken clouds
1646398800;10.9;6.84;10.03;1013;76;2.06;803;broken clouds
1646395200;10.9;6.84;10.03;1013;76;0;500;light rain
1646391600;9.9;5.87;9.9;1013;76;0;500;light rain
1646388000;9.9;5.87;9.03;1013;76;2.06;500;light rain
1646384400;9.9;5.87;9.9;1013;76;0;804;overcast clouds
1646380800;8.9;6.86;8.9;1013;87;0;803;broken clouds
1646377200;6.9;5.85;6.9;1013;93;0;500;light rain
1646373600;7.9;5.87;6.69;1013;87;2.06;500;light rain
1646370000;7.9;4.85;6.28;1013;81;2.57;500;light rain
1646366400;6.9;5.85;6.9;1013;93;0;802;scattered clouds
1646362800;6.9;5.85;6.9;1013;93;0;802;scattered clouds
1646359200;9.69;7.46;9.39;1014;86;1.41;804;overcast clouds
1646355600;9.93;7.7;9.31;1015;86;1.77;804;overcast clouds
1646352000;7.9;5.87;6.28;1015;87;2.57;500;light rain
1646348400;10.21;5.39;9.17;1015;72;2.83;804;overcast clouds
1646344800;10.33;7.03;9.51;1015;80;2.8;804;overcast clouds
1646341200;8.9;4.13;8.9;1015;72;0;801;few clouds
1646337600;8.9;2.02;8.9;1015;62;0;801;few clouds
1646334000;8.9;2.02;7.86;1015;62;2.06;801;few clouds
1646330400;9.9;1.04;9.03;1015;54;2.06;801;few clouds
1646326800;10.9;2.22;9.48;1015;55;1.54;801;few clouds
1646323200;10.9;-0.76;9.19;1015;44;3.6;801;few clouds
1646319600;11.9;-1.73;10.14;1015;38;6.17;801;few clouds
1646316000;12.9;-4.16;11;1015;29;6.17;801;few clouds
1646312400;13.9;-1.49;12.23;1015;34;2.06;801;few clouds
1646308800;12.9;-1.59;11.19;1015;36;3.09;801;few clouds
1646305200;11.06;3.36;9.76;1017;59;4.54;803;broken clouds
1646301600;12.9;0.31;11.34;1016;42;2.06;801;few clouds
1646298000;10.8;0.52;9.22;1016;49;2.06;801;few clouds
1646294400;10.27;2.38;8.87;1015;58;0;801;few clouds
1646290800;8.62;5.01;8.62;1015;78;0;801;few clouds
1646287200;2.91;1.74;2.91;1015;92;0;801;few clouds
1646283600;2.91;0.8;2.91;1015;86;1.03;800;sky is clear
1646280000;3.91;0.95;2.65;1014;81;1.54;801;few clouds
1646276400;4.9;0.85;4.9;1014;75;0;802;scattered clouds
1646272800;9.94;4.73;6.93;1016;70;6.75;801;few clouds
1646269200;10.31;4.67;9.17;1016;68;7.17;800;sky is clear
1646265600;7.9;0.15;7.21;1015;58;1.54;801;few clouds
1646262000;10.23;4.38;9.06;1016;67;8.39;801;few clouds
1646258400;10.31;4.03;9.09;1017;65;9.48;801;few clouds
1646254800;7.9;1.08;6.28;1014;62;2.57;802;scattered clouds
1646251200;8.9;0.11;7.14;1014;54;3.09;801;few clouds
1646247600;8.9;0.11;6.37;1014;54;4.63;801;few clouds
1646244000;9.9;1.04;7.06;1014;54;6.17;801;few clouds
1646240400;9.9;0.25;7.82;1014;51;4.12;801;few clouds
1646236800;11.9;0.04;10.29;1013;44;4.63;801;few clouds
1646233200;12.9;1.26;11.42;1013;45;5.14;801;few clouds
1646229600;12.9;-0.62;11.26;1014;39;2.57;801;few clouds
1646226000;12.9;-0.62;11.26;1014;39;3.6;801;few clouds
1646222400;12.9;1.26;11.42;1014;45;5.14;801;few clouds
1646218800;11.9;-1.73;10.14;1015;38;4.12;801;few clouds
1646215200;9.57;5.55;6.84;1017;76;5.59;804;overcast clouds
1646211600;10.9;-0.76;9.19;1015;44;3.09;800;sky is clear
1646208000;8.9;3.93;7.47;1015;71;2.57;801;few clouds
1646204400;7.9;1.08;6.28;1015;62;2.57;500;light rain
1646200800;6.9;3.15;6.9;1015;77;0;500;light rain
1646197200;5.9;4.86;5.9;1015;93;0;803;broken clouds
1646193600;5.9;5.9;5.9;1015;100;0;500;light rain
1646190000;5.9;4.86;5.9;1015;93;0;500;light rain
1646186400;7.45;5.76;4.22;1016;89;5.45;500;light rain
1646182800;7.44;5.58;4.49;1017;88;4.77;500;light rain
1646179200;6.9;4.89;6.9;1016;87;0;802;scattered clouds
1646175600;8.27;6.4;5.99;1017;88;3.78;804;overcast clouds
1646172000;8.57;6.53;6.08;1016;87;4.34;804;overcast clouds
1646168400;7.9;4.85;7.21;1016;81;1.54;802;scattered clouds
1646164800;7.9;4.85;6.69;1017;81;2.06;802;scattered clouds
1646161200;7.9;4.85;7.9;1017;81;0;802;scattered clouds
1646157600;8.9;4.91;8.35;1016;76;1.54;802;scattered clouds
1646154000;8.9;4.91;7.47;1016;76;2.57;802;scattered clouds
1646150400;9.9;3.19;9.49;1017;63;1.54;802;scattered clouds
1646146800;9.9;3.19;8.34;1017;63;3.09;803;broken clouds
1646143200;9.66;1.56;8.05;1018;57;3.09;803;broken clouds
1646139600;9.64;1.05;8.03;1019;55;3.09;803;broken clouds
1646136000;9.47;0.11;7.55;1019;52;3.6;803;broken clouds
1646132400;9.71;-0.67;8.11;1019;48;3.09;803;broken clouds
1646128800;9.76;1.66;7.9;1019;57;3.6;803;broken clouds
1646125200;9.38;2.48;8.04;1019;62;2.57;803;broken clouds
1646121600;9.03;5.59;9.03;1019;79;0;803;broken clouds
1646118000;8.35;5.98;8.35;1019;85;0;802;scattered clouds
1646114400;8.17;5.97;7.01;1018;86;2.06;802;scattered clouds
1646110800;8.24;6.04;8.24;1018;86;0;802;scattered clouds
1646107200;8.32;5.95;8.32;1018;85;0;802;scattered clouds
1646103600;9.15;4.77;7.56;1018;74;2.88;500;light rain
1646100000;9.19;4.61;7.58;1019;73;2.94;500;light rain
1646096400;9.6;4.4;8.22;1019;70;2.7;500;light rain
1646092800;9.1;6.54;9.1;1019;84;0;802;scattered clouds
1646089200;9.83;4.62;8.45;1020;70;2.76;802;scattered clouds
1646085600;9.95;5.14;8.76;1019;72;2.51;803;broken clouds
1646082000;9.83;7.43;9.83;1019;85;0;802;scattered clouds
1646078400;9.88;7.31;9.88;1018;84;0;801;few clouds
1646074800;7.9;4.85;7.9;1018;81;0;801;few clouds
1646071200;8.9;5.82;8.9;1017;81;0;801;few clouds
1646067600;10.9;5.02;9.8;1016;67;3.09;801;few clouds
1646064000;12.9;5.09;11.79;1016;59;4.12;802;scattered clouds
1646060400;12.9;6.93;12;1016;67;3.6;802;scattered clouds
1646056800;11.9;7.81;11.13;1016;76;2.06;802;scattered clouds
1646053200;10.9;7.95;10.19;1016;82;2.06;802;scattered clouds
1646049600;9.9;7.84;9.03;1017;87;2.06;500;light rain
1646046000;12.9;8.78;12.23;1017;76;2.06;802;scattered clouds
1646042400;11.9;7.81;11.13;1016;76;0;802;scattered clouds
1646038800;10.77;7.65;10.02;1016;81;0;802;scattered clouds
1646035200;9.9;6.8;9.9;1016;81;0;802;scattered clouds
1646031600;7.9;6.84;7.9;1015;93;0;802;scattered clouds
1646028000;6.9;5.85;6.9;1015;93;0;803;broken clouds
1646024400;6.9;5.85;6.9;1015;93;0;803;broken clouds
1646020800;6.9;5.85;6.9;1015;93;0;803;broken clouds
1646017200;6.9;5.85;6.9;1015;93;0;803;broken clouds
1646013600;8.95;8.35;8.95;1016;96;1.24;500;light rain
1646010000;9.23;8.63;9.23;1016;96;0.4;500;light rain
1646006400;7.9;6.84;7.9;1015;93;0;500;light rain
1646002800;9.02;8.26;8.12;1016;95;1.92;500;light rain
1645999200;9.91;9.15;9.91;1016;95;1.22;803;broken clouds
1645995600;6.9;5.85;6.9;1015;93;0;802;scattered clouds
1645992000;7.9;5.87;7.9;1015;87;1.03;802;scattered clouds
1645988400;7.9;6.84;7.9;1015;93;0;802;scattered clouds
1645984800;7.9;6.84;7.9;1014;93;0;802;scattered clouds
1645981200;9.9;7.84;9.9;1014;87;0;802;scattered clouds
1645977600;9.9;6.98;9.9;1013;82;0;802;scattered clouds
1645974000;11.22;7.34;10.41;1013;77;1.54;803;broken clouds
1645970400;10.92;7.05;10.08;1012;77;1.54;802;scattered clouds
1645966800;10.9;6.06;9.93;1012;72;1.54;500;light rain
1645963200;10.9;5.02;9.8;1012;67;3.09;803;broken clouds
1645959600;10.9;4.14;9.69;1012;63;0;803;broken clouds
1645956000;9.9;6.98;7.82;1011;82;4.12;803;broken clouds
1645952400;8.9;6.86;8.35;1011;87;1.54;803;broken clouds
1645948800;9.9;7.84;7.82;1011;87;4.12;803;broken clouds
1645945200;9.21;9.06;6.75;1011;99;4.63;500;light rain
1645941600;9.65;7.76;8.04;1010;88;3.09;500;light rain
1645938000;7.9;6.84;5.36;1010;93;4.12;803;broken clouds
1645934400;7.9;5.87;7.9;1010;87;1.03;500;light rain
1645930800;9.48;7.43;9.48;1010;87;0;500;light rain
1645927200;10.27;8.2;9.62;1012;87;4.22;501;moderate rain
1645923600;10.94;9.85;10.52;1012;93;7.07;501;moderate rain
1645920000;11.45;10.36;11.08;1010;93;0;500;light rain
1645916400;11.64;10.39;11.26;1012;92;10.13;501;moderate rain
1645912800;12.78;11.84;12.57;1012;94;10.37;501;moderate rain
1645909200;12.9;9.91;12.39;1011;82;12.86;500;light rain
1645905600;12.9;9.91;12.39;1012;82;11.83;500;light rain
1645902000;12.9;8.97;12.26;1012;77;11.32;803;broken clouds
1645898400;13.9;9.15;13.25;1013;73;6.69;803;broken clouds
1645894800;13.9;10.13;13.38;1013;78;10.8;500;light rain
1645891200;13.9;6.98;12.99;1013;63;8.23;803;broken clouds
1645887600;12.9;8.97;12.26;1014;77;8.23;500;light rain
1645884000;14.9;6.97;13.99;1014;59;8.23;500;light rain
1645880400;15.9;7.14;15.01;1015;56;6.69;802;scattered clouds
1645876800;15.9;5.21;14.83;1015;49;6.69;801;few clouds
1645873200;14.9;6.21;13.91;1016;56;6.69;801;few clouds
1645869600;14.9;5.14;13.8;1017;52;6.69;802;scattered clouds
1645866000;14.9;6.21;13.91;1017;56;5.14;802;scattered clouds
1645862400;13.9;6.03;12.89;1017;59;4.12;802;scattered clouds
1645858800;11.9;5.97;10.9;1017;67;3.09;802;scattered clouds
1645855200;9.9;5.87;9.49;1017;76;1.54;803;broken clouds
1645851600;6.91;4.9;5.54;1016;87;2.06;802;scattered clouds
1645848000;4.91;3.87;4.91;1017;93;0;802;scattered clouds
1645844400;4.91;3.87;4.91;1017;93;0;802;scattered clouds
1645840800;10.76;7.64;10.01;1018;81;5.31;804;overcast clouds
1645837200;11.13;7.81;10.39;1018;80;5.28;804;overcast clouds
1645833600;4.91;3.87;4.91;1018;93;0;801;few clouds
1645830000;11.42;7.72;10.65;1019;78;5.18;802;scattered clouds
1645826400;11.45;7.18;10.61;1019;75;4.44;803;broken clouds
1645822800;6.9;4.89;6.9;1018;87;0;801;few clouds
1645819200;7.9;2.97;7.9;1018;71;0;801;few clouds
1645815600;8.9;4.91;8.9;1018;76;0;801;few clouds
1645812000;10.9;5.02;9.8;1018;67;0;801;few clouds
1645808400;11.9;6.82;11;1018;71;0;801;few clouds
1645804800;13.9;5.02;12.78;1018;55;3.6;801;few clouds
1645801200;14.9;4;13.7;1017;48;3.6;801;few clouds
1645797600;15.9;3.99;14.72;1017;45;2.57;801;few clouds
1645794000;15.9;3.02;14.64;1018;42;3.09;801;few clouds
1645790400;15.9;1.98;14.56;1019;39;2.06;801;few clouds
1645786800;14.9;2.12;13.54;1019;42;2.57;801;few clouds
1645783200;13.24;1.88;11.82;1020;46;2.06;800;sky is clear
1645779600;12.76;4.96;11.63;1019;59;1.54;801;few clouds
1645776000;11.38;8.95;10.79;1019;85;0;800;sky is clear
1645772400;9.49;7.27;9.49;1019;86;0;801;few clouds
1645768800;2.91;-0.02;2.91;1019;81;0;801;few clouds
1645765200;2.91;-0.02;2.91;1019;81;0;800;sky is clear
1645761600;2.91;-0.02;2.91;1019;81;0;800;sky is clear
1645758000;2.91;-0.17;2.91;1019;80;0;800;sky is clear
1645754400;10.72;1.27;9.21;1019;52;2.94;800;sky is clear
1645750800;11.05;0.47;9.46;1020;48;2.8;800;sky is clear
1645747200;4.91;0.67;4.91;1019;74;0;800;sky is clear
1645743600;11.31;3.6;10.04;1020;59;2.6;800;sky is clear
1645740000;11.49;2.77;10.13;1020;55;2.65;800;sky is clear
1645736400;5.91;-0.33;5.91;1019;64;0;800;sky is clear
1645732800;7.91;-0.06;7.91;1018;57;0;800;sky is clear
1645729200;13.29;2.81;11.95;1020;49;6.07;800;sky is clear
1645725600;10.9;1.17;9.38;1018;51;2.06;800;sky is clear
1645722000;12.9;0.31;11.34;1017;42;3.09;800;sky is clear
1645718400;14.9;-1.44;13.28;1017;32;4.12;800;sky is clear
1645714800;15.9;-3.15;14.22;1017;26;6.17;800;sky is clear
1645711200;15.9;-3.15;14.22;1018;26;6.17;800;sky is clear
1645707600;15.9;-1.45;14.33;1019;30;5.14;800;sky is clear
1645704000;13.18;-0.72;11.55;1020;38;7.64;800;sky is clear
1645700400;12.94;-1.56;11.23;1021;36;7.28;800;sky is clear
1645696800;12.97;2.23;11.58;1019;48;5.66;800;sky is clear
1645693200;12.34;2.5;10.96;1019;51;4.12;800;sky is clear
1645689600;11.95;3.2;10.64;1019;55;6.17;800;sky is clear
1645686000;10.65;3.9;9.42;1019;63;3.6;800;sky is clear
1645682400;10.46;4.6;9.31;1018;67;0;800;sky is clear
1645678800;8.9;4.72;7.47;1017;75;2.57;800;sky is clear
1645675200;6.91;5.7;6.91;1017;92;0;800;sky is clear
1645671600;6.91;5.7;6.91;1017;92;0;800;sky is clear
1645668000;12.99;5.89;11.96;1019;62;5.49;800;sky is clear
1645664400;13.59;6.92;12.68;1019;64;4.97;800;sky is clear
1645660800;8.91;5.65;8.91;1017;80;0;800;sky is clear
1645657200;13.91;6.99;13;1019;63;4.68;800;sky is clear
1645653600;14.01;7.77;13.19;1019;66;5.23;800;sky is clear
1645650000;9.9;6.8;9.9;1017;81;0;800;sky is clear
1645646400;10.9;6.84;10.03;1016;76;0;800;sky is clear
1645642800;11.9;6.82;11;1016;71;0;800;sky is clear
1645639200;12.9;6.93;12;1016;67;0;800;sky is clear
1645635600;13.9;6.03;12.89;1015;59;2.57;800;sky is clear
1645632000;16.9;5.22;15.85;1014;46;3.09;800;sky is clear
1645628400;17.9;5.16;16.87;1014;43;5.14;800;sky is clear
1645624800;17.9;2.24;16.66;1013;35;3.09;800;sky is clear
1645621200;14.07;8.04;13.28;1015;67;7.24;800;sky is clear
1645617600;13.79;8.63;13.08;1015;71;6.32;800;sky is clear
1645614000;13.82;2.41;12.46;1013;46;0;800;sky is clear
1645610400;13.52;1.52;12.08;1013;44;0;800;sky is clear
1645606800;12.11;2.83;10.76;1013;53;0;800;sky is clear
1645603200;11.57;5.66;10.53;1012;67;2.06;800;sky is clear
1645599600;9.74;8.02;9.74;1011;89;0;800;sky is clear
1645596000;9.4;8.64;9.4;1011;95;0;800;sky is clear
1645592400;9.25;7.7;9.25;1010;90;1.03;800;sky is clear
1645588800;9.23;7.68;9.23;1009;90;0;800;sky is clear
1645585200;9.37;7.98;9.37;1009;91;0;802;scattered clouds
1645581600;10.07;6.78;9.22;1010;80;6.33;500;light rain
1645578000;10.91;7.78;10.17;1010;81;5.63;500;light rain
1645574400;10.98;9.73;10.54;1008;92;0;802;scattered clouds
1645570800;11.36;9.95;10.93;1009;91;3.96;802;scattered clouds
1645567200;11.38;10.13;10.98;1008;92;3.99;802;scattered clouds
1645563600;11.6;10.67;11.27;1006;94;0;802;scattered clouds
1645560000;11.52;10.59;11.18;1006;94;0;800;sky is clear
1645556400;11.77;10.02;11.33;1005;89;0;801;few clouds
1645552800;11.77;10.84;11.46;1004;94;0;801;few clouds
1645549200;11.79;10.04;11.35;1003;89;0;801;few clouds
1645545600;12.28;7.98;11.52;1003;75;3.6;801;few clouds
1645542000;12.2;8.1;11.46;1003;76;2.57;802;scattered clouds
